customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
2299,40,Male,Handbag,Accessories,7395,Maharastra,L,Cyan,Spring,2.9,No,2-Day Shipping,No,10,Cash,Every 3 Months,Adults,90
2300,64,Male,Coat,Outerwear,4845,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,48,Credit Card,Every 3 Months,Seniors,90
2301,18,Male,Coat,Outerwear,7480,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,38,Credit Card,Monthly,Young-adults,30
2302,37,Male,Pants,Clothing,1700,Andhra Pradesh,L,Turquoise,Winter,2.9,No,Next Day Air,No,21,Debit Card,Annually,Adults,365
2303,36,Male,Belt,Accessories,3315,Maharastra,L,Pink,Summer,3.6,No,Store Pickup,No,38,PhonePe,Monthly,Adults,30
2304,51,Male,Sunglasses,Accessories,6035,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,31,Credit Card,Fortnightly,Middle-aged,14
2305,26,Male,Hoodie,Clothing,6205,Punjab,L,Silver,Winter,4.7,No,Free Shipping,No,9,Debit Card,Fortnightly,Young-adults,14
2306,68,Male,Handbag,Accessories,5355,Andhra Pradesh,M,Gold,Summer,2.6,No,Free Shipping,No,47,Cash,Weekly,Seniors,7
2307,27,Male,Gloves,Accessories,6630,Tamil Nadu,L,Silver,Winter,3.4,No,Standard,No,8,Cash,Bi-Weekly,Young-adults,14
2308,28,Male,Skirt,Clothing,8160,Haryana,L,Green,Fall,3.5,No,Next Day Air,No,30,Debit Card,Annually,Young-adults,365
2309,49,Male,Sunglasses,Accessories,6885,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,22,Net Banking,Quarterly,Middle-aged,90
2310,70,Male,Dress,Clothing,8075,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,3,Net Banking,Quarterly,Seniors,90
2311,30,Male,Gloves,Accessories,5780,Kerala,M,Cyan,Spring,4.6,No,Standard,No,15,Google Pay,Monthly,Young-adults,30
2312,27,Male,Sneakers,Footwear,2380,Maharastra,L,Gold,Spring,4.8,No,2-Day Shipping,No,10,Net Banking,Every 3 Months,Young-adults,90
2313,19,Male,T-shirt,Clothing,2550,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,19,Cash,Every 3 Months,Young-adults,90
2314,64,Male,Dress,Clothing,2635,Georgia,M,Black,Summer,4.7,No,Next Day Air,No,36,Net Banking,Fortnightly,Seniors,14
2315,42,Male,Handbag,Accessories,8075,Kerala,XL,Brown,Winter,4.4,No,Express,No,12,Net Banking,Every 3 Months,Adults,90
2316,69,Male,Socks,Clothing,6715,Vermont,M,Indigo,Winter,3.5,No,2-Day Shipping,No,49,Debit Card,Quarterly,Seniors,90
2317,28,Male,Sneakers,Footwear,3315,Maharastra,L,Yellow,Winter,3.8,No,Standard,No,7,Debit Card,Annually,Young-adults,365
2318,47,Male,Jacket,Outerwear,2890,New Jersey,M,Purple,Summer,4.7,No,Next Day Air,No,28,Net Banking,Monthly,Middle-aged,30
2319,69,Male,Hoodie,Clothing,2380,Kerala,L,White,Spring,3.1,No,Store Pickup,No,30,Credit Card,Annually,Seniors,365
2320,56,Male,Sandals,Footwear,3230,Andhra Pradesh,XL,Turquoise,Winter,5.0,No,Free Shipping,No,29,Google Pay,Monthly,Middle-aged,30
2321,28,Male,Shoes,Footwear,4675,New Mexico,M,Olive,Spring,3.7,No,Free Shipping,No,9,Debit Card,Every 3 Months,Young-adults,90
2322,50,Male,Sandals,Footwear,2635,Colorado,M,Beige,Winter,3.0,No,Next Day Air,No,27,Debit Card,Fortnightly,Middle-aged,14
2323,39,Male,Coat,Outerwear,7140,Connecticut,S,Lavender,Spring,4.5,No,Store Pickup,No,21,PhonePe,Fortnightly,Adults,14
2324,35,Male,Gloves,Accessories,7905,Maryland,L,White,Winter,4.7,No,Express,No,36,Credit Card,Monthly,Adults,30
2325,59,Male,Coat,Outerwear,2380,Tamil Nadu,L,Brown,Winter,3.5,No,Free Shipping,No,19,Debit Card,Annually,Seniors,365
2326,44,Male,Boots,Footwear,4675,New York,M,Charcoal,Summer,4.4,No,2-Day Shipping,No,47,Cash,Weekly,Adults,7
2327,66,Male,Skirt,Clothing,5355,Odisha,L,Maroon,Winter,2.6,No,Standard,No,38,Net Banking,Annually,Seniors,365
2328,20,Male,Skirt,Clothing,7990,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,22,PhonePe,Bi-Weekly,Young-adults,14
2329,45,Male,Pants,Clothing,3060,North Dakota,M,Maroon,Fall,2.6,No,Express,No,29,PhonePe,Bi-Weekly,Middle-aged,14
2330,49,Male,Hat,Accessories,8245,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,42,Net Banking,Annually,Middle-aged,365
2331,60,Male,Backpack,Accessories,5355,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,47,Google Pay,Every 3 Months,Seniors,90
2332,61,Male,Scarf,Accessories,6545,Bihar,S,Olive,Spring,4.3,No,2-Day Shipping,No,10,Credit Card,Bi-Weekly,Seniors,14
2333,36,Male,Scarf,Accessories,4505,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,10,PhonePe,Monthly,Adults,30
2334,33,Male,Shirt,Clothing,6545,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,1,Google Pay,Every 3 Months,Adults,90
2335,49,Male,Boots,Footwear,6715,Kansas,L,Green,Summer,4.2,No,Standard,No,7,Credit Card,Monthly,Middle-aged,30
2336,31,Male,Coat,Outerwear,3145,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,10,PhonePe,Fortnightly,Young-adults,14
2337,19,Male,Belt,Accessories,7990,Andhra Pradesh,M,Green,Winter,3.1,No,Free Shipping,No,11,Credit Card,Weekly,Young-adults,7
2338,39,Male,Boots,Footwear,6460,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,5,Cash,Annually,Adults,365
2339,66,Male,Sneakers,Footwear,5780,Georgia,S,Silver,Fall,4.0,No,Express,No,21,Google Pay,Quarterly,Seniors,90
2340,25,Male,Shirt,Clothing,5525,Bihar,L,Maroon,Spring,3.4,No,Next Day Air,No,24,Net Banking,Quarterly,Young-adults,90
2341,63,Male,Blouse,Clothing,2040,Gujarat,M,Cyan,Summer,2.6,No,Standard,No,37,Credit Card,Fortnightly,Seniors,14
2342,56,Male,Jacket,Outerwear,2635,Connecticut,L,Teal,Summer,4.5,No,Express,No,22,PhonePe,Every 3 Months,Middle-aged,90
2343,20,Male,Skirt,Clothing,7565,Tennessee,M,Olive,Fall,4.9,No,Standard,No,16,Debit Card,Fortnightly,Young-adults,14
2344,58,Male,Socks,Clothing,4165,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,44,Google Pay,Monthly,Seniors,30
2345,34,Male,Sandals,Footwear,7820,Karnataka,XL,Lavender,Fall,3.5,No,Express,No,14,PhonePe,Bi-Weekly,Adults,14
2346,28,Male,T-shirt,Clothing,2720,New York,S,Orange,Winter,3.3,No,Express,No,23,Net Banking,Every 3 Months,Young-adults,90
2347,22,Male,Jacket,Outerwear,5695,New Mexico,L,Brown,Winter,3.1,No,Standard,No,46,Debit Card,Fortnightly,Young-adults,14
2348,37,Male,Belt,Accessories,5440,Andhra Pradesh,S,Gray,Fall,4.2,No,Express,No,46,Cash,Every 3 Months,Adults,90
2349,54,Male,Shoes,Footwear,7140,Andhra Pradesh,M,Orange,Spring,4.9,No,Next Day Air,No,16,Google Pay,Every 3 Months,Middle-aged,90
2350,65,Male,Blouse,Clothing,2890,New York,M,Orange,Fall,3.9,No,Standard,No,40,Credit Card,Every 3 Months,Seniors,90
2351,57,Male,Shoes,Footwear,2210,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,21,Cash,Annually,Middle-aged,365
2352,38,Male,Sweater,Clothing,4250,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,25,Google Pay,Bi-Weekly,Adults,14
2353,70,Male,Boots,Footwear,3910,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,25,Net Banking,Quarterly,Seniors,90
2354,56,Male,Handbag,Accessories,6035,Maharastra,M,White,Fall,4.1,No,Standard,No,25,Debit Card,Every 3 Months,Middle-aged,90
2355,56,Male,Blouse,Clothing,6630,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,27,PhonePe,Monthly,Middle-aged,30
2356,22,Male,Skirt,Clothing,2975,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,12,Cash,Monthly,Young-adults,30
2357,57,Male,Backpack,Accessories,4930,Maharastra,M,Gray,Summer,3.0,No,Free Shipping,No,27,Debit Card,Quarterly,Middle-aged,90
2358,53,Male,Shirt,Clothing,5695,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,40,Credit Card,Bi-Weekly,Middle-aged,14
2359,53,Male,Sweater,Clothing,7905,Telangana,L,Pink,Spring,3.8,No,Standard,No,38,Credit Card,Quarterly,Middle-aged,90
2360,19,Male,Scarf,Accessories,6885,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,44,Net Banking,Every 3 Months,Young-adults,90
2361,49,Male,Handbag,Accessories,6800,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,27,PhonePe,Every 3 Months,Middle-aged,90
2362,44,Male,Scarf,Accessories,5440,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,30,Credit Card,Every 3 Months,Adults,90
2363,27,Male,Jeans,Clothing,3485,Kerala,M,Brown,Fall,2.7,No,Standard,No,24,Credit Card,Monthly,Young-adults,30
2364,60,Male,Socks,Clothing,6715,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,38,Cash,Bi-Weekly,Seniors,14
2365,62,Male,Sunglasses,Accessories,5100,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,4,Google Pay,Quarterly,Seniors,90
2366,52,Male,Sneakers,Footwear,7735,Kerala,S,Peach,Winter,2.5,No,Next Day Air,No,32,PhonePe,Monthly,Middle-aged,30
2367,30,Male,Shoes,Footwear,5610,New Mexico,L,Brown,Winter,3.6,No,Express,No,32,Credit Card,Fortnightly,Young-adults,14
2368,66,Male,Socks,Clothing,7225,North Dakota,L,Green,Winter,3.4,No,Standard,No,28,Net Banking,Bi-Weekly,Seniors,14
2369,29,Male,Sunglasses,Accessories,3230,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,6,Debit Card,Every 3 Months,Young-adults,90
2370,24,Male,Sweater,Clothing,1955,Vermont,M,Cyan,Winter,4.6,No,Standard,No,24,Google Pay,Monthly,Young-adults,30
2371,51,Male,Shoes,Footwear,6035,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,38,PhonePe,Weekly,Middle-aged,7
2372,67,Male,Socks,Clothing,2125,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,28,Debit Card,Annually,Seniors,365
2373,50,Male,Boots,Footwear,3315,Alabama,XL,Silver,Spring,3.1,No,Express,No,9,Google Pay,Fortnightly,Middle-aged,14
2374,37,Male,Hoodie,Clothing,1700,Michigan,M,Gray,Spring,4.9,No,Express,No,21,Debit Card,Every 3 Months,Adults,90
2375,69,Male,Gloves,Accessories,6205,Washington,L,Peach,Winter,4.7,No,Standard,No,31,Debit Card,Monthly,Seniors,30
2376,60,Male,Backpack,Accessories,5355,Kerala,L,Peach,Fall,2.9,No,Next Day Air,No,18,Credit Card,Quarterly,Seniors,90
2377,21,Male,Gloves,Accessories,7990,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,5,Cash,Weekly,Young-adults,7
2378,44,Male,Blouse,Clothing,7990,South Dakota,L,Magenta,Fall,4.0,No,Next Day Air,No,22,Cash,Annually,Adults,365
2379,26,Male,Scarf,Accessories,6035,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,37,Google Pay,Bi-Weekly,Young-adults,14
2380,40,Male,Hat,Accessories,6545,South Dakota,M,Peach,Spring,4.0,No,2-Day Shipping,No,22,Debit Card,Monthly,Adults,30
2381,41,Male,Scarf,Accessories,5610,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,36,Google Pay,Fortnightly,Adults,14
2382,62,Male,Sandals,Footwear,1955,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,23,Google Pay,Annually,Seniors,365
2383,39,Male,Sweater,Clothing,5100,Andhra Pradesh,M,Turquoise,Spring,3.9,No,Express,No,44,Debit Card,Weekly,Adults,7
2384,53,Male,Backpack,Accessories,6120,Karnataka,L,Gold,Spring,4.9,No,2-Day Shipping,No,25,Net Banking,Annually,Middle-aged,365
2385,24,Male,Blouse,Clothing,2975,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,40,Google Pay,Quarterly,Young-adults,90
2386,41,Male,Scarf,Accessories,2635,Odisha,M,Brown,Fall,3.8,No,Express,No,12,Google Pay,Weekly,Adults,7
2387,19,Male,Socks,Clothing,2805,Bihar,L,Blue,Summer,2.9,No,Standard,No,14,PhonePe,Monthly,Young-adults,30
2388,36,Male,Hat,Accessories,8075,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,14,Debit Card,Monthly,Adults,30
2389,21,Male,Dress,Clothing,5780,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,10,Debit Card,Annually,Young-adults,365
2390,25,Male,Coat,Outerwear,7395,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,17,Net Banking,Every 3 Months,Young-adults,90
2391,65,Male,Shirt,Clothing,5440,Arizona,XL,Yellow,Winter,4.6,No,Express,No,24,Debit Card,Fortnightly,Seniors,14
2392,42,Male,Shirt,Clothing,6290,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,31,Net Banking,Quarterly,Adults,90
2393,40,Male,Jeans,Clothing,5270,Haryana,L,Silver,Spring,2.6,No,2-Day Shipping,No,36,Cash,Annually,Adults,365
2394,58,Male,Socks,Clothing,8245,Punjab,M,Brown,Winter,5.0,No,2-Day Shipping,No,38,Google Pay,Every 3 Months,Seniors,90
2395,40,Male,Sandals,Footwear,3995,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,23,Debit Card,Fortnightly,Adults,14
2396,62,Male,Blouse,Clothing,7055,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,47,Google Pay,Bi-Weekly,Seniors,14
2397,38,Male,Shirt,Clothing,6970,Tamil Nadu,M,Olive,Spring,3.7,No,2-Day Shipping,No,20,PhonePe,Weekly,Adults,7
2398,37,Male,Sunglasses,Accessories,2210,Kerala,L,Black,Fall,2.9,No,Store Pickup,No,41,PhonePe,Monthly,Adults,30
2399,65,Male,Jacket,Outerwear,6885,Tamil Nadu,M,Orange,Winter,4.3,No,Free Shipping,No,44,Net Banking,Fortnightly,Seniors,14
2400,55,Male,Dress,Clothing,3740,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,31,Cash,Monthly,Middle-aged,30
2401,43,Male,Sunglasses,Accessories,7480,Tamil Nadu,M,Peach,Winter,4.2,No,Next Day Air,No,11,Credit Card,Bi-Weekly,Adults,14
2402,43,Male,Boots,Footwear,6460,Tamil Nadu,M,Pink,Winter,4.2,No,Standard,No,25,Google Pay,Bi-Weekly,Adults,14
2403,45,Male,Scarf,Accessories,7565,Utah,M,Brown,Winter,3.8,No,Free Shipping,No,31,Cash,Weekly,Middle-aged,7
2404,64,Male,Shorts,Clothing,1870,Haryana,M,Magenta,Fall,4.4,No,Standard,No,40,Debit Card,Weekly,Seniors,7
2405,28,Male,Shorts,Clothing,2805,Kerala,L,Cyan,Winter,3.1,No,2-Day Shipping,No,23,Credit Card,Bi-Weekly,Young-adults,14
2406,69,Male,Jeans,Clothing,8245,Andhra Pradesh,XL,Silver,Fall,5.0,No,Standard,No,5,Debit Card,Quarterly,Seniors,90
2407,54,Male,Scarf,Accessories,4845,Andhra Pradesh,M,Indigo,Winter,4.7,No,Standard,No,26,Google Pay,Weekly,Middle-aged,7
2408,52,Male,Shorts,Clothing,3230,Bihar,M,Beige,Summer,3.0,No,Express,No,11,Credit Card,Bi-Weekly,Middle-aged,14
2409,23,Male,Sneakers,Footwear,4675,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,44,Debit Card,Every 3 Months,Young-adults,90
2410,26,Male,Jewelry,Accessories,3145,Washington,L,Yellow,Spring,3.0,No,Store Pickup,No,47,Cash,Every 3 Months,Young-adults,90
2411,48,Male,Shoes,Footwear,3655,Wisconsin,M,Maroon,Summer,3.7,No,Free Shipping,No,46,Google Pay,Monthly,Middle-aged,30
2412,49,Male,Hoodie,Clothing,8160,Kerala,M,Cyan,Summer,2.7,No,Free Shipping,No,35,Cash,Every 3 Months,Middle-aged,90
2413,53,Male,Jacket,Outerwear,4335,Tamil Nadu,M,Pink,Winter,4.3,No,2-Day Shipping,No,8,Net Banking,Bi-Weekly,Middle-aged,14
2414,69,Male,Shorts,Clothing,8075,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,30,Net Banking,Weekly,Seniors,7
2415,26,Male,Socks,Clothing,2210,Kerala,M,Lavender,Summer,3.7,No,Next Day Air,No,14,Credit Card,Bi-Weekly,Young-adults,14
2416,21,Male,Coat,Outerwear,2890,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,30,Net Banking,Weekly,Young-adults,7
2417,59,Male,Sandals,Footwear,7055,Nebraska,S,Black,Summer,4.0,No,Next Day Air,No,26,Credit Card,Every 3 Months,Seniors,90
2418,21,Male,Backpack,Accessories,2040,Alaska,M,Olive,Fall,3.3,No,Standard,No,32,PhonePe,Fortnightly,Young-adults,14
2419,22,Male,Pants,Clothing,5865,Michigan,S,Indigo,Fall,4.0,No,Next Day Air,No,47,Cash,Every 3 Months,Young-adults,90
2420,26,Male,Sweater,Clothing,3400,North Carolina,M,Blue,Fall,2.7,No,Next Day Air,No,11,Credit Card,Every 3 Months,Young-adults,90
2421,41,Male,Jacket,Outerwear,7395,North Carolina,S,Green,Winter,4.2,No,Free Shipping,No,28,Google Pay,Annually,Adults,365
2422,37,Male,Sneakers,Footwear,3910,Minnesota,L,Pink,Spring,4.6,No,Standard,No,2,Debit Card,Every 3 Months,Adults,90
2423,30,Male,Jewelry,Accessories,6970,Georgia,M,Peach,Winter,4.8,No,Store Pickup,No,45,Credit Card,Weekly,Young-adults,7
2424,49,Male,Backpack,Accessories,6885,Kerala,M,Purple,Summer,2.8,No,Free Shipping,No,7,Credit Card,Every 3 Months,Middle-aged,90
2425,49,Male,Jewelry,Accessories,4845,Gujarat,M,Peach,Winter,4.5,No,Next Day Air,No,28,Net Banking,Bi-Weekly,Middle-aged,14
2426,58,Male,Shoes,Footwear,4165,North Dakota,S,Olive,Summer,3.0,No,2-Day Shipping,No,34,Net Banking,Quarterly,Seniors,90
2427,70,Male,Jacket,Outerwear,3570,Tamil Nadu,M,Olive,Fall,4.6,No,Free Shipping,No,26,Debit Card,Every 3 Months,Seniors,90
2428,27,Male,Jacket,Outerwear,2210,Tamil Nadu,M,Purple,Spring,3.3,No,Standard,No,45,Cash,Quarterly,Young-adults,90
2429,65,Male,T-shirt,Clothing,3230,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,34,Debit Card,Annually,Seniors,365
2430,57,Male,Sneakers,Footwear,4845,Kerala,XL,Maroon,Summer,4.4,No,Standard,No,47,Credit Card,Fortnightly,Middle-aged,14
2431,20,Male,Jacket,Outerwear,8500,North Dakota,XL,White,Summer,4.3,No,Express,No,42,Cash,Quarterly,Young-adults,90
2432,34,Male,Hoodie,Clothing,6205,Alabama,S,Olive,Fall,3.4,No,Express,No,27,Net Banking,Every 3 Months,Adults,90
2433,59,Male,Jacket,Outerwear,5610,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,43,PhonePe,Monthly,Seniors,30
2434,54,Male,T-shirt,Clothing,6205,Tamil Nadu,M,Blue,Spring,3.4,No,Standard,No,16,Cash,Bi-Weekly,Middle-aged,14
2435,36,Male,Gloves,Accessories,3825,Utah,M,Brown,Spring,5.0,No,Store Pickup,No,40,Credit Card,Monthly,Adults,30
2436,21,Male,Sneakers,Footwear,2295,Hawaii,S,Black,Fall,4.5,No,Free Shipping,No,29,Cash,Bi-Weekly,Young-adults,14
2437,52,Male,T-shirt,Clothing,2040,Connecticut,M,Yellow,Fall,2.7,No,Store Pickup,No,38,Credit Card,Quarterly,Middle-aged,90
2438,43,Male,Sneakers,Footwear,5015,Kerala,XL,Magenta,Winter,3.4,No,Store Pickup,No,34,Credit Card,Weekly,Adults,7
2439,32,Male,Jeans,Clothing,1700,Gujarat,S,Cyan,Winter,3.4,No,Express,No,30,PhonePe,Weekly,Adults,7
2440,55,Male,Handbag,Accessories,3740,Rajasthan,M,Maroon,Summer,2.8,No,Standard,No,45,Net Banking,Annually,Middle-aged,365
2441,31,Male,Socks,Clothing,7650,Indiana,M,Red,Spring,4.7,No,Standard,No,47,Net Banking,Annually,Young-adults,365
2442,45,Male,Jewelry,Accessories,3060,Andhra Pradesh,M,Black,Fall,4.7,No,Free Shipping,No,5,Credit Card,Monthly,Middle-aged,30
2443,53,Male,Blouse,Clothing,8075,Kerala,L,Violet,Winter,4.7,No,Free Shipping,No,50,Debit Card,Bi-Weekly,Middle-aged,14
2444,24,Male,Backpack,Accessories,2550,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,24,Net Banking,Bi-Weekly,Young-adults,14
2445,47,Male,Scarf,Accessories,5525,Kerala,S,Gold,Fall,3.7,No,Express,No,15,Debit Card,Bi-Weekly,Middle-aged,14
2446,63,Male,Scarf,Accessories,8160,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,50,Cash,Weekly,Seniors,7
2447,38,Male,Shirt,Clothing,5525,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,7,Credit Card,Monthly,Adults,30
2448,59,Male,Pants,Clothing,3995,South Dakota,L,Peach,Fall,3.2,No,Store Pickup,No,10,PhonePe,Fortnightly,Seniors,14
2449,54,Male,Hat,Accessories,2125,Tennessee,S,Violet,Fall,3.0,No,Free Shipping,No,38,Google Pay,Bi-Weekly,Middle-aged,14
2450,26,Male,Coat,Outerwear,4760,Alabama,S,Violet,Fall,4.1,No,Express,No,31,PhonePe,Fortnightly,Young-adults,14
2451,68,Male,T-shirt,Clothing,6460,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,7,PhonePe,Quarterly,Seniors,90
2452,41,Male,Socks,Clothing,5100,Odisha,M,Purple,Fall,3.4,No,Store Pickup,No,27,PhonePe,Monthly,Adults,30
2453,68,Male,Shirt,Clothing,5695,New York,L,Purple,Winter,4.1,No,Express,No,45,Net Banking,Every 3 Months,Seniors,90
2454,21,Male,Sweater,Clothing,8075,Assam,XL,Cyan,Spring,4.6,No,Store Pickup,No,13,Cash,Annually,Young-adults,365
2455,32,Male,Gloves,Accessories,6120,Alaska,M,Magenta,Winter,4.6,No,Express,No,33,PhonePe,Annually,Adults,365
2456,20,Male,Belt,Accessories,8330,Alaska,L,Lavender,Spring,3.4,No,Express,No,25,Cash,Every 3 Months,Young-adults,90
2457,59,Male,Jeans,Clothing,7055,Nebraska,M,Green,Winter,3.3,No,2-Day Shipping,No,5,Google Pay,Monthly,Seniors,30
2458,53,Male,Handbag,Accessories,3145,Gujarat,M,Maroon,Fall,3.6,No,2-Day Shipping,No,23,Cash,Quarterly,Middle-aged,90
2459,66,Male,T-shirt,Clothing,7225,Telangana,L,Turquoise,Fall,4.6,No,Free Shipping,No,17,Net Banking,Weekly,Seniors,7
2460,47,Male,Socks,Clothing,3060,Haryana,L,Violet,Fall,4.3,No,2-Day Shipping,No,14,Cash,Weekly,Middle-aged,7
2461,58,Male,Jeans,Clothing,3060,Andhra Pradesh,S,Lavender,Winter,4.0,No,Store Pickup,No,28,Credit Card,Annually,Seniors,365
2462,28,Male,Scarf,Accessories,7310,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,19,Credit Card,Weekly,Young-adults,7
2463,68,Male,Pants,Clothing,8415,Haryana,XL,Orange,Spring,4.3,No,Standard,No,31,Net Banking,Bi-Weekly,Seniors,14
2464,60,Male,Blouse,Clothing,1785,Mississippi,XL,Indigo,Summer,3.3,No,Standard,No,25,Cash,Bi-Weekly,Seniors,14
2465,47,Male,Jacket,Outerwear,7140,Hawaii,L,Teal,Winter,2.8,No,Express,No,4,Cash,Bi-Weekly,Middle-aged,14
2466,18,Male,Sandals,Footwear,5355,Telangana,M,Brown,Spring,4.4,No,Free Shipping,No,20,Net Banking,Weekly,Young-adults,7
2467,32,Male,Shorts,Clothing,7140,South Dakota,S,Pink,Summer,3.7,No,Express,No,37,Cash,Annually,Adults,365
2468,27,Male,Shorts,Clothing,6120,New Jersey,M,Lavender,Spring,3.6,No,Express,No,28,Credit Card,Annually,Young-adults,365
2469,65,Male,Skirt,Clothing,1785,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,6,PhonePe,Weekly,Seniors,7
2470,68,Male,Sandals,Footwear,7820,Maryland,M,Yellow,Fall,5.0,No,Standard,No,27,Google Pay,Annually,Seniors,365
2471,55,Male,Blouse,Clothing,6120,Arizona,XL,Pink,Fall,2.7,No,Next Day Air,No,29,Credit Card,Fortnightly,Middle-aged,14
2472,30,Male,Sandals,Footwear,7055,Odisha,M,Gray,Spring,4.3,No,Store Pickup,No,1,Cash,Annually,Young-adults,365
2473,24,Male,Shirt,Clothing,6205,Utah,M,Peach,Summer,4.1,No,Standard,No,31,Credit Card,Annually,Young-adults,365
2474,57,Male,Socks,Clothing,8330,Rajasthan,M,Red,Winter,2.6,No,Next Day Air,No,28,Cash,Quarterly,Middle-aged,90
2475,23,Male,T-shirt,Clothing,6460,North Carolina,M,Olive,Fall,3.2,No,Store Pickup,No,19,Net Banking,Quarterly,Young-adults,90
2476,69,Male,Dress,Clothing,3655,Andhra Pradesh,S,Lavender,Summer,3.5,No,Next Day Air,No,36,PhonePe,Monthly,Seniors,30
2477,60,Male,Hat,Accessories,5100,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,28,Cash,Monthly,Seniors,30
2478,25,Male,Gloves,Accessories,3400,Andhra Pradesh,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,29,Google Pay,Weekly,Young-adults,7
2479,18,Male,Socks,Clothing,7905,Vermont,S,Maroon,Winter,4.8,No,2-Day Shipping,No,9,Net Banking,Every 3 Months,Young-adults,90
2480,37,Male,Dress,Clothing,8330,Kansas,S,Olive,Fall,4.2,No,Standard,No,26,Credit Card,Every 3 Months,Adults,90
2481,61,Male,Socks,Clothing,7735,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,7,Credit Card,Fortnightly,Seniors,14
2482,41,Male,Belt,Accessories,7820,New Jersey,XL,Cyan,Fall,2.9,No,Free Shipping,No,35,Debit Card,Weekly,Adults,7
2483,69,Male,Handbag,Accessories,7395,Arizona,S,Peach,Winter,4.8,No,Next Day Air,No,46,Credit Card,Every 3 Months,Seniors,90
2484,32,Male,Skirt,Clothing,8160,Arizona,S,Teal,Fall,2.9,No,Standard,No,8,Debit Card,Monthly,Adults,30
2485,60,Male,Hoodie,Clothing,8245,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,50,Cash,Every 3 Months,Seniors,90
2486,43,Male,Blouse,Clothing,4675,Punjab,M,Beige,Spring,4.6,No,2-Day Shipping,No,37,Net Banking,Annually,Adults,365
2487,61,Male,Jeans,Clothing,4930,Telangana,L,Magenta,Spring,4.4,No,Store Pickup,No,6,Credit Card,Fortnightly,Seniors,14
2488,57,Male,Boots,Footwear,1785,Maharastra,L,Violet,Spring,3.0,No,Next Day Air,No,16,Google Pay,Bi-Weekly,Middle-aged,14
